STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,UNIT_TYPE,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2006,2008,2010,2012,2014,2016,2018,2020,2022,2024,2026
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ZAF,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,South Africa,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SSD,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,South Sudan,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GNQ,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Equatorial Guinea,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,,,,,,,2.0,2.0,2.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BRA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Brazil,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PAN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Panama,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,CHL,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Chile,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TUN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Tunisia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,EGY,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,"Egypt, Arab Rep.",Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TTO,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Trinidad and Tobago,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,,,,,,,6.0,6.0,6.0,6.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SOM,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Somalia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,POL,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Poland,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,QAT,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Qatar,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,HRV,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Croatia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PRK,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,"Korea, Dem. People's Rep.",Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BDI,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Burundi,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GMB,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,"Gambia, The",Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,,,,,,,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MRT,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Mauritania,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,EST,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Estonia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GTM,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Guatemala,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NAM,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Namibia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GEO,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Georgia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SYR,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Syrian Arab Republic,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ARE,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,United Arab Emirates,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,HND,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Honduras,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,HTI,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Haiti,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,VNM,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Viet Nam,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,COD,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,"Congo, Dem. Rep.",Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MUS,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Mauritius,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KAZ,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Kazakhstan,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PNG,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Papua New Guinea,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,UZB,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Uzbekistan,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BIH,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Bosnia and Herzegovina,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TZA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Tanzania,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LBY,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Libya,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LTU,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Lithuania,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,YEM,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,"Yemen, Rep.",Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ERI,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Eritrea,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MDA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Moldova,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LBR,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Liberia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,CMR,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Cameroon,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KEN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Kenya,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TCD,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Chad,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GIN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Guinea,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NER,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Niger,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MWI,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Malawi,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ARG,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Argentina,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GHA,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Ghana,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IDN,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Indonesia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TGO,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Togo,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MNE,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Montenegro,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MNG,BS_BTI_Q6,_Z,_Z,_Z,0_TO_10,_Z,_Z,_Z,IX,BS_BTI,602,0,PU,A,Annual,Mongolia,Bertelsmann Transformation Index: Level of Socioeconomic Development,Not applicable,Not applicable,Not applicable,0-10 scale,Not Applicable,Not Applicable,Not Applicable,Index,The Bertelsmann Stiftung’s Transformation Index (BTI),CCYY,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0
