STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Pakistan,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.0,3.0,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Upper middle income,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.3529411764705883,3.323529411764706,3.4642857142857144,3.4285714285714284,3.4,3.433333333333333,3.4,3.40625,3.40625,3.423076923076923,3.3846153846153846,3.3846153846153846,3.3846153846153846,3.3846153846153846,3.5,3.5416666666666665,3.4583333333333335,3.5,3.5,3.5357142857142856
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CPV,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Cabo Verde,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COG,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,"Congo, Rep.",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Europe & Central Asia (excluding high income),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.2,3.1,3.1875,3.1875,3.1666666666666665,3.2222222222222223,3.125,3.1875,3.1875,3.2,3.2,3.2,3.2,3.3,3.4,3.25,3.25,3.25,3.375,3.375
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRD,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Grenada,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Caribbean small states,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.4,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.6,3.5,3.5,3.5,3.5714285714285716
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Senegal,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Vanuatu,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAC,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Latin America & Caribbean (excluding high income),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.3125,3.375,3.375,3.4375,3.4375,3.4375,3.4375,3.4375,3.4375,3.4375,3.4375,3.4285714285714284,3.357142857142857,3.357142857142857,3.357142857142857,3.4285714285714284,3.2857142857142856,3.2857142857142856,3.2142857142857144,3.3333333333333335
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UGA,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Uganda,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MRT,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Mauritania,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRE,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Pre-demographic dividend,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.033333333333333,2.890625,2.921875,2.90625,2.878787878787879,2.9393939393939394,3.015151515151515,3.014705882352941,2.9705882352941178,3.0454545454545454,3.0757575757575757,3.015151515151515,3.014705882352941,3.0454545454545454,3.0588235294117645,3.088235294117647,3.090909090909091,3.088235294117647,3.073529411764706,3.088235294117647
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDB,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,IDA blend,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.2142857142857144,3.033333333333333,3.1,3.033333333333333,3.033333333333333,3.0,3.1,3.1,3.1,3.1333333333333333,3.1666666666666665,3.1666666666666665,3.2333333333333334,3.2666666666666666,3.3,3.375,3.34375,3.4375,3.40625,3.4210526315789473
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IND,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,India,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,4.0,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Cambodia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KEN,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Kenya,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,East Asia & Pacific (IDA & IBRD),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.8181818181818183,2.8333333333333335,2.9545454545454546,3.0,3.0,3.0,2.9615384615384617,3.0357142857142856,2.966666666666667,3.0,3.0,2.892857142857143,2.892857142857143,2.892857142857143,2.892857142857143,2.9642857142857144,2.9285714285714284,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Western & Central Africa,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.1052631578947367,2.9473684210526314,2.9473684210526314,2.9210526315789473,2.9,2.975,3.175,3.175,3.125,3.225,3.275,3.225,3.275,3.3,3.375,3.375,3.325,3.375,3.375,3.45
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Central African Republic,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WLD,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,World,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.111842105263158,3.0576923076923075,3.0933333333333333,3.0866666666666664,3.0844155844155843,3.1103896103896105,3.121794871794872,3.1375,3.111111111111111,3.151315789473684,3.1710526315789473,3.1301369863013697,3.114864864864865,3.143835616438356,3.18,3.1986301369863015,3.1666666666666665,3.195945945945946,3.189189189189189,3.207792207792208
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Kyrgyz Republic,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Sierra Leone,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.5,2.0,2.0,2.0,2.5,2.5,3.0,3.0,3.0,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Early-demographic dividend,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.15,3.183333333333333,3.206896551724138,3.2241379310344827,3.2586206896551726,3.2413793103448274,3.2333333333333334,3.25,3.225806451612903,3.2333333333333334,3.25,3.2241379310344827,3.189655172413793,3.189655172413793,3.2413793103448274,3.2586206896551726,3.189655172413793,3.2586206896551726,3.2586206896551726,3.296875
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KIR,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Kiribati,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDV,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Maldives,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5,3.0,3.0,4.0,4.0,3.5,3.5,3.5,3.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBD,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,IBRD only,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.1538461538461537,3.1538461538461537,3.3,3.25,3.25,3.3,3.2777777777777777,3.388888888888889,3.388888888888889,3.75,3.75,3.75,3.75,3.75,3.75,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAS,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,South Asia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5833333333333335,3.5833333333333335,3.5833333333333335,3.5833333333333335,3.6666666666666665,3.5833333333333335,3.3333333333333335,3.4166666666666665,3.5,3.4,3.3,3.5,3.375,3.375,3.6,3.625,3.5,3.5,3.5,3.4
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLZ,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Belize,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,4.5
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Georgia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Madagascar,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSA,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Sub-Saharan Africa (excluding high income),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0416666666666665,2.9722222222222223,2.986111111111111,2.9444444444444446,2.918918918918919,2.9864864864864864,3.1216216216216215,3.1184210526315788,3.0789473684210527,3.1621621621621623,3.2027027027027026,3.1621621621621623,3.1710526315789473,3.2027027027027026,3.223684210526316,3.25,3.236842105263158,3.276315789473684,3.263157894736842,3.282051282051282
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSS,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Pacific island small states,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0625,3.0625,3.0625,3.0625,3.0,3.0,3.0,3.0,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AGO,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Angola,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.5,3.0,3.0,3.0,3.0,3.0,2.5,2.5,2.5,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CMR,WB_WDI_IQ_CPA_ENVR_XQ,_T,_T,_T,1_TO_6,_Z,_Z,_Z,_Z,IX,2,WB_WDI,P1Y,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),0,WB_WDI,PU,A,Annual,Cameroon,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total,All age ranges or no breakdown by age,Total,1-6 scale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5
